Time,Satellite,theta,rho
2025-05-31 14:15:00,STARLINK-32497,5.50198680559694,79.240547436368
2025-05-31 14:16:00,STARLINK-1577,5.7510784121811,61.7833107451447
2025-05-31 14:16:00,STARLINK-4689,1.06974746299978,68.7012228249668
2025-05-31 14:16:00,STARLINK-11489 [DTC],6.25334871670802,60.4650243156738
2025-05-31 14:17:00,STARLINK-1577,2.03722355415909,73.3276508702062
2025-05-31 14:17:00,STARLINK-4433,0.173164252911594,68.104252382359
2025-05-31 14:17:00,STARLINK-5656,2.2244733964219,75.7730125652284
2025-05-31 14:17:00,STARLINK-6291,5.89222705085195,82.2302729213372
2025-05-31 14:17:00,STARLINK-31163,6.05637781278271,70.0373211016894
2025-05-31 14:17:00,STARLINK-32510,4.10697107585391,61.7754737302778
2025-05-31 14:18:00,STARLINK-4476,3.1775438667712,69.5375374988635
2025-05-31 14:18:00,STARLINK-4433,3.39085622723225,67.2162778203932
2025-05-31 14:18:00,STARLINK-30448,3.77505579050922,64.6177351388819
2025-05-31 14:18:00,STARLINK-31156,5.14965552200432,65.8866584232617
2025-05-31 14:18:00,STARLINK-32510,0.998925501729629,69.6317269996032
2025-05-31 14:19:00,STARLINK-1801,5.9300721154947,69.90150953731
2025-05-31 14:19:00,STARLINK-3920,0.952753252758559,68.1747177101027
2025-05-31 14:19:00,STARLINK-30448,1.40106911790317,69.9788911785979
2025-05-31 14:19:00,STARLINK-31156,2.37724584119893,71.0468791594574
2025-05-31 14:19:00,STARLINK-33716,5.72016332574603,63.3700443996006
2025-05-31 14:20:00,STARLINK-4442,5.64137197088828,79.5603333599129
2025-05-31 14:20:00,STARLINK-6226,5.29575962157117,70.4709662745388
2025-05-31 14:20:00,STARLINK-11680 [DTC],6.1263374596219,65.3180706995151
2025-05-31 14:21:00,STARLINK-4691,4.7195696041004,85.825430205313
2025-05-31 14:21:00,STARLINK-6226,2.16952662754851,67.0864474521311
2025-05-31 14:21:00,STARLINK-31422,5.78345701122336,64.0354676156839
2025-05-31 14:21:00,STARLINK-32526,4.29201413316698,81.698621471864
2025-05-31 14:22:00,STARLINK-5699,2.10782603011877,82.7234841054519
2025-05-31 14:22:00,STARLINK-6265,4.85550219970607,84.1575573929981
2025-05-31 14:23:00,STARLINK-4484,4.32764833477223,64.5751448731355
2025-05-31 14:23:00,STARLINK-4389,4.3385584672131,72.4933841170374
2025-05-31 14:23:00,STARLINK-31151,4.92124318656259,63.15129019385
2025-05-31 14:23:00,STARLINK-31250,1.62188204743845,61.5569562507831
2025-05-31 14:23:00,STARLINK-32495,4.80507941957118,68.0951369732925
2025-05-31 14:24:00,STARLINK-3305,1.92980443777987,61.5634641211878
2025-05-31 14:24:00,STARLINK-31151,2.73953451233246,69.7215582342222
2025-05-31 14:24:00,STARLINK-32171,1.54984409640406,68.3045630483088
2025-05-31 14:24:00,STARLINK-11495 [DTC],6.1898695988781,76.6702627057796
2025-05-31 14:25:00,STARLINK-1183,3.62252162929258,63.2001889983881
2025-05-31 14:25:00,STARLINK-4383,5.67180338237528,62.6986672893006
2025-05-31 14:25:00,STARLINK-31228,2.4065836287784,66.8084108915405
2025-05-31 14:25:00,STARLINK-32081,6.23766235385502,69.8743592236567
2025-05-31 14:26:00,STARLINK-1183,1.08122144257622,71.4620302355956
2025-05-31 14:26:00,STARLINK-4717,4.3795295903714,62.0324058667636
2025-05-31 14:26:00,STARLINK-31903,2.07777377208325,79.5221633131062
2025-05-31 14:26:00,STARLINK-11499 [DTC],1.90621677004142,61.3293449614677
2025-05-31 14:27:00,STARLINK-4717,0.116844372723999,66.6479014166467
2025-05-31 14:27:00,STARLINK-5686,0.726191702713366,88.3324858998618
2025-05-31 14:27:00,STARLINK-6252,4.39131649010186,78.0542909139796
2025-05-31 14:27:00,STARLINK-31141,5.25646998937369,61.2305933687652
2025-05-31 14:27:00,STARLINK-31967,1.49479613871147,78.7437668028349
2025-05-31 14:27:00,STARLINK-32524,3.3827213457937,72.6119339909845
2025-05-31 14:28:00,STARLINK-1554,3.28400571336754,69.688625401527
2025-05-31 14:28:00,STARLINK-4378,5.03667886668915,63.11371306458
2025-05-31 14:28:00,STARLINK-4683,1.86257317935421,71.5168517897181
2025-05-31 14:28:00,STARLINK-30468,4.31469612201772,63.3254400548491
2025-05-31 14:28:00,STARLINK-31141,2.23919426828852,70.7936720278568
2025-05-31 14:29:00,STARLINK-1147,4.12930055828164,74.2646035664828
2025-05-31 14:29:00,STARLINK-2727,0.847888794046042,70.1558713408421
2025-05-31 14:29:00,STARLINK-3284,2.94898095834408,69.0914218269521
2025-05-31 14:29:00,STARLINK-30468,0.675589602334948,73.3217614716357
2025-05-31 14:29:00,STARLINK-31148,3.02904097012282,66.4431136597908
2025-05-31 14:29:00,STARLINK-31468,0.988734348690169,64.7503270618612
2025-05-31 14:30:00,STARLINK-3930,1.93925996941894,88.621832762858
2025-05-31 14:30:00,STARLINK-5650,4.78461348351291,74.0723146962117
2025-05-31 14:30:00,STARLINK-31236,1.52779890801446,71.7952936350871
2025-05-31 14:30:00,STARLINK-31882,1.25587530619928,78.626169708494
2025-05-31 14:30:00,STARLINK-32084,0.224061369823172,86.2344320003896
2025-05-31 14:30:00,STARLINK-11329 [DTC],6.16507075372319,63.015636824819
2025-05-31 14:31:00,STARLINK-2389,4.51532490871045,83.041281124874
2025-05-31 14:31:00,STARLINK-31188,3.31434276041423,82.5678089827664
2025-05-31 14:31:00,STARLINK-31992,5.5141007631338,61.6088506750049
2025-05-31 14:32:00,STARLINK-4714,5.30012068656879,65.9924415721814
2025-05-31 14:32:00,STARLINK-5302,4.21745287503496,71.7206184249305
2025-05-31 14:32:00,STARLINK-31440,0.616736182690295,70.6672563458194
2025-05-31 14:32:00,STARLINK-31992,2.47714372322209,68.6005034815674
2025-05-31 14:32:00,STARLINK-32666,3.00228938412403,64.713666142502
2025-05-31 14:32:00,STARLINK-11491 [DTC],3.31252800696994,75.2662100483082
2025-05-31 14:33:00,STARLINK-1541,4.32558734961511,63.4430332482167
2025-05-31 14:33:00,STARLINK-3277,3.37856437459369,71.744463858168
2025-05-31 14:33:00,STARLINK-30452,4.52926312233256,60.534567867421
2025-05-31 14:33:00,STARLINK-32075,5.17330744141887,79.9805859472542
2025-05-31 14:34:00,STARLINK-2731,5.94719037261866,66.3377462260138
2025-05-31 14:34:00,STARLINK-3277,0.998166340489791,61.3687569216728
2025-05-31 14:34:00,STARLINK-5930,1.34951623072641,69.641037766402
2025-05-31 14:34:00,STARLINK-30452,0.310395759276845,71.5357570782687
2025-05-31 14:34:00,STARLINK-31159,3.29761368677365,62.7603125135359
2025-05-31 14:34:00,STARLINK-31280,3.74326904694777,65.0705656607487
2025-05-31 14:34:00,STARLINK-31435,1.6629449177114,67.1067558657929
2025-05-31 14:35:00,STARLINK-1146,4.91794636811564,65.5311737559949
2025-05-31 14:35:00,STARLINK-2731,1.9965077772428,66.4201973548915
2025-05-31 14:35:00,STARLINK-3901,5.15091804611251,65.4808481156483
2025-05-31 14:35:00,STARLINK-5628,4.98721155157904,68.5908712878447
2025-05-31 14:35:00,STARLINK-31280,0.841843571419533,64.6883209107159
2025-05-31 14:35:00,STARLINK-31859,4.31641256498952,60.559454554052
2025-05-31 14:35:00,STARLINK-32082,2.93922560486142,75.4446807109812
2025-05-31 14:36:00,STARLINK-3901,2.86566506624027,66.2237693865011
2025-05-31 14:36:00,STARLINK-31859,0.70294945075851,69.738262835178
2025-05-31 14:36:00,STARLINK-31918,4.97985448792619,69.4762111893767
2025-05-31 14:37:00,STARLINK-4515,1.18107327587787,63.6875065748795
2025-05-31 14:37:00,STARLINK-6074,4.17319635945589,65.1117883894644
2025-05-31 14:37:00,STARLINK-30295,1.4726547996203,61.1308702460725
2025-05-31 14:37:00,STARLINK-31263,0.408125765529423,66.008752809721
2025-05-31 14:37:00,STARLINK-31488,1.6193896379958,77.0579584779285
2025-05-31 14:38:00,STARLINK-2406,2.12146671937621,68.9196143837557
2025-05-31 14:38:00,STARLINK-31170,3.15164998638712,69.2436797049154
